system:index,district,month,temperature_c,year,.geo
000000000000000007d9_2_0,Lusaka,1.0,27.52080388023096,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9_2_1,Lusaka,2.0,29.605317732552358,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9_2_2,Lusaka,3.0,28.852512704274652,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9_2_3,Lusaka,4.0,28.450374323089527,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9_2_4,Lusaka,5.0,26.506607764831294,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9_2_5,Lusaka,6.0,25.503651765246154,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9_2_6,Lusaka,7.0,27.36077963971019,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9_2_7,Lusaka,8.0,30.23416699683136,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9_2_8,Lusaka,9.0,36.65686915763713,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9_2_9,Lusaka,10.0,39.36983244181627,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9_2_10,Lusaka,11.0,36.15883147063401,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9_2_11,Lusaka,12.0,36.60931495048934,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9_3_0,Lusaka,1.0,27.2424385899176,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9_3_1,Lusaka,2.0,26.23911468751088,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9_3_2,Lusaka,3.0,25.533467064134157,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9_3_3,Lusaka,4.0,26.467057303704557,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9_3_4,Lusaka,5.0,24.064393144017146,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9_3_5,Lusaka,6.0,23.02802297508869,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9_3_6,Lusaka,7.0,22.520387441708472,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9_3_7,Lusaka,8.0,27.30766044559013,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9_3_8,Lusaka,9.0,32.9542605628941,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9_3_9,Lusaka,10.0,36.382048781758286,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9_3_10,Lusaka,11.0,32.909463975471255,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9_3_11,Lusaka,12.0,25.44941722397902,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_0_0,North-Western,1.0,25.99278598942286,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_0_1,North-Western,2.0,25.162969671725406,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_0_2,North-Western,3.0,25.161486151315387,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_0_3,North-Western,4.0,24.81855130765532,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_0_4,North-Western,5.0,24.462051170947525,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_0_5,North-Western,6.0,22.543813259083247,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_0_6,North-Western,7.0,24.307772493326013,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_0_7,North-Western,8.0,29.443461936031177,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_0_8,North-Western,9.0,34.01228851703784,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_0_9,North-Western,10.0,35.064259855116674,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_0_10,North-Western,11.0,29.601612036784,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_0_11,North-Western,12.0,26.875276738707594,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_1_0,North-Western,1.0,24.31202129846134,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_1_1,North-Western,2.0,25.906054963188534,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_1_2,North-Western,3.0,24.15830735174101,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_1_3,North-Western,4.0,25.17446571794657,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_1_4,North-Western,5.0,25.612190807545556,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_1_5,North-Western,6.0,24.591992585550337,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_1_6,North-Western,7.0,23.907386480970963,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_1_7,North-Western,8.0,29.264962099625148,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_1_8,North-Western,9.0,33.738981962645965,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_1_9,North-Western,10.0,33.11786141194231,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_1_10,North-Western,11.0,29.39820998513957,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_1_11,North-Western,12.0,26.563072068691817,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_2_0,North-Western,1.0,25.715983395256117,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_2_1,North-Western,2.0,27.123941025239645,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_2_2,North-Western,3.0,26.287468857431953,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_2_3,North-Western,4.0,25.61344834555722,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_2_4,North-Western,5.0,24.915423859830735,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_2_5,North-Western,6.0,23.859496501146598,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_2_6,North-Western,7.0,25.667232365688392,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_2_7,North-Western,8.0,30.26156037153549,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_2_8,North-Western,9.0,33.64535069610701,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_2_9,North-Western,10.0,33.383872649519205,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_2_10,North-Western,11.0,28.695186121527456,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_2_11,North-Western,12.0,27.52658644431177,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_3_0,North-Western,1.0,24.496070884546675,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_3_1,North-Western,2.0,24.69855258177393,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_3_2,North-Western,3.0,24.020601216965563,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_3_3,North-Western,4.0,23.546885783332456,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_3_4,North-Western,5.0,22.341748966780262,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_3_5,North-Western,6.0,20.910340585102492,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_3_6,North-Western,7.0,20.90543258621034,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_3_7,North-Western,8.0,25.588231811274245,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_3_8,North-Western,9.0,30.985036043245543,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_3_9,North-Western,10.0,31.55466813630046,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_3_10,North-Western,11.0,27.414486456432634,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da_3_11,North-Western,12.0,23.44208851917009,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_0_0,Northern,1.0,26.07431589900401,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_0_1,Northern,2.0,25.69458842799464,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_0_2,Northern,3.0,25.821162004029222,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_0_3,Northern,4.0,24.513696700374016,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_0_4,Northern,5.0,25.27891744830403,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_0_5,Northern,6.0,23.74308816235778,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_0_6,Northern,7.0,25.033455032823028,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_0_7,Northern,8.0,29.718380679801555,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_0_8,Northern,9.0,35.64381506993023,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_0_9,Northern,10.0,38.79339895437483,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_0_10,Northern,11.0,33.26449735856968,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_0_11,Northern,12.0,28.27910563976916,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_1_0,Northern,1.0,25.691495920518932,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_1_1,Northern,2.0,26.110187402506718,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_1_2,Northern,3.0,24.557350132511655,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_1_3,Northern,4.0,24.646675157680086,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_1_4,Northern,5.0,25.5453832756183,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_1_5,Northern,6.0,25.181288504853406,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_1_6,Northern,7.0,25.332908783175313,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_1_7,Northern,8.0,29.304680066193807,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_1_8,Northern,9.0,35.295513628359544,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_1_9,Northern,10.0,36.28360164753985,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_1_10,Northern,11.0,32.73214302154079,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_1_11,Northern,12.0,28.16343636792792,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_2_0,Northern,1.0,24.845002274722678,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_2_1,Northern,2.0,26.034773486482237,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_2_2,Northern,3.0,25.007742107834602,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_2_3,Northern,4.0,24.693445485169676,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_2_4,Northern,5.0,24.149165321696664,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_2_5,Northern,6.0,23.77807939131409,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_2_6,Northern,7.0,25.007913152102606,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_2_7,Northern,8.0,27.920615306450795,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_2_8,Northern,9.0,33.90600504751181,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_2_9,Northern,10.0,34.33175349479642,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_2_10,Northern,11.0,30.623742360134045,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_2_11,Northern,12.0,28.298531108784267,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_3_0,Northern,1.0,25.295022445472995,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_3_1,Northern,2.0,24.76035402968923,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_3_2,Northern,3.0,24.15984380112794,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_3_3,Northern,4.0,24.125479776141184,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_3_4,Northern,5.0,23.006720674756085,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_3_5,Northern,6.0,22.679595375873397,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_3_6,Northern,7.0,22.008521149134857,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_3_7,Northern,8.0,25.853032559712528,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_3_8,Northern,9.0,31.474520916679715,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_3_9,Northern,10.0,34.56784799044068,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_3_10,Northern,11.0,31.044764224366176,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db_3_11,Northern,12.0,26.529032617878485,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_0_0,Southern,1.0,28.014600602614248,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_0_1,Southern,2.0,27.813607269444297,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_0_2,Southern,3.0,27.079649897198802,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_0_3,Southern,4.0,26.44451404927579,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_0_4,Southern,5.0,26.012468547427126,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_0_5,Southern,6.0,23.89674108897826,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_0_6,Southern,7.0,25.91576075166217,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_0_7,Southern,8.0,31.584847234278435,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_0_8,Southern,9.0,37.2910060218392,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_0_9,Southern,10.0,39.85678546128523,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_0_10,Southern,11.0,35.41425113828932,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_0_11,Southern,12.0,33.62115407642443,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_1_0,Southern,1.0,25.997197861893536,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_1_1,Southern,2.0,27.22448085365003,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_1_2,Southern,3.0,27.520115264948647,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_1_3,Southern,4.0,29.400610918966173,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_1_4,Southern,5.0,29.215020098840032,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_1_5,Southern,6.0,27.822567277154803,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_1_6,Southern,7.0,25.942466771202742,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_1_7,Southern,8.0,31.61874568500662,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_1_8,Southern,9.0,37.41125838320406,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_1_9,Southern,10.0,40.76877660302918,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_1_10,Southern,11.0,39.857073408936614,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_1_11,Southern,12.0,35.394028424548154,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_2_0,Southern,1.0,29.328652339445533,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_2_1,Southern,2.0,32.38735005094955,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_2_2,Southern,3.0,32.21481562393038,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_2_3,Southern,4.0,29.812210512098464,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_2_4,Southern,5.0,27.799376434631338,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_2_5,Southern,6.0,25.750326079670824,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_2_6,Southern,7.0,27.882118060886924,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_2_7,Southern,8.0,31.19626648306423,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_2_8,Southern,9.0,36.51322750719639,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_2_9,Southern,10.0,40.06835661930807,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_2_10,Southern,11.0,36.41521871756351,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_2_11,Southern,12.0,36.736400707967654,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_3_0,Southern,1.0,26.246489667615297,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_3_1,Southern,2.0,26.920461846203732,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_3_2,Southern,3.0,26.642353622621116,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_3_3,Southern,4.0,26.419766786979164,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_3_4,Southern,5.0,24.784039327369246,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_3_5,Southern,6.0,23.027527373481224,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_3_6,Southern,7.0,23.60418608261121,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_3_7,Southern,8.0,27.77777080127813,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_3_8,Southern,9.0,33.60839669526603,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_3_9,Southern,10.0,36.6369696879219,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_3_10,Southern,11.0,32.30953334277216,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc_3_11,Southern,12.0,27.131494527161333,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_0_0,Western,1.0,31.427111864434732,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_0_1,Western,2.0,28.71381827254508,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_0_2,Western,3.0,27.333909010062392,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_0_3,Western,4.0,27.604315584236197,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_0_4,Western,5.0,27.256534938074644,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_0_5,Western,6.0,24.87853361822657,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_0_6,Western,7.0,27.197924540877636,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_0_7,Western,8.0,32.77793694547786,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_0_8,Western,9.0,38.62260304034697,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_0_9,Western,10.0,40.34107240399795,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_0_10,Western,11.0,35.58445918492243,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_0_11,Western,12.0,33.5222816958555,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_1_0,Western,1.0,27.2635101109928,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_1_1,Western,2.0,29.11502666595909,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_1_2,Western,3.0,28.556748213688547,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_1_3,Western,4.0,30.187608028484817,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_1_4,Western,5.0,29.895115005574574,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_1_5,Western,6.0,27.76324614213576,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_1_6,Western,7.0,26.175622425466777,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_1_7,Western,8.0,32.77841946752438,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_1_8,Western,9.0,37.84172586847602,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_1_9,Western,10.0,41.03192133752508,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_1_10,Western,11.0,37.683070322484646,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_1_11,Western,12.0,33.48894877916298,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_2_0,Western,1.0,30.83116346553157,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_2_1,Western,2.0,32.67627401775482,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_2_2,Western,3.0,31.90783803041436,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_2_3,Western,4.0,29.902404841178537,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_2_4,Western,5.0,28.55526606537112,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_2_5,Western,6.0,26.186919812253603,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_2_6,Western,7.0,27.662265262162773,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_2_7,Western,8.0,32.85939909204476,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_2_8,Western,9.0,37.44793811883451,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_2_9,Western,10.0,39.63035784053498,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_2_10,Western,11.0,35.30436652658426,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_2_11,Western,12.0,34.55931745021526,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_3_0,Western,1.0,27.514809713034605,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_3_1,Western,2.0,27.7320250109841,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_3_2,Western,3.0,27.574423510028716,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_3_3,Western,4.0,26.318209202182633,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_3_4,Western,5.0,25.031293664533234,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_3_5,Western,6.0,22.554781378608954,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_3_6,Western,7.0,23.292378475314628,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_3_7,Western,8.0,27.821104262218782,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_3_8,Western,9.0,33.88201597599493,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_3_9,Western,10.0,35.85773115105132,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_3_10,Western,11.0,31.897481039317363,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd_3_11,Western,12.0,27.72981346752403,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
